_id,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades
1510790400000,0.045535,0.045935,0.045356,0.045777,1247.974,1510792199999,56.99410226,897
1510792200000,0.045749,0.045997,0.045602,0.045896,1227.071,1510793999999,56.19487217,792
1510794000000,0.0459,0.046339,0.045742,0.0463,1490.25,1510795799999,68.63485141,789
1510795800000,0.0463,0.0465,0.045882,0.04609,1346.049,1510797599999,62.2533935,822
1510797600000,0.04609,0.046237,0.045906,0.046184,1657.589,1510799399999,76.40745012,912
1510799400000,0.046165,0.046243,0.045711,0.045781,1815.569,1510801199999,83.48060994,1088
1510801200000,0.04584,0.04584,0.045593,0.045713,1183.874,1510802999999,54.11218112,815
1510803000000,0.045699,0.045909,0.045447,0.045447,1816.191,1510804799999,82.97357693,1181
1510804800000,0.045473,0.045634,0.045231,0.045558,1232.306,1510806599999,56.03509394,685
1510806600000,0.045569,0.045714,0.045498,0.045694,1339.85,1510808399999,61.11154541,873
1510808400000,0.045586,0.045941,0.045539,0.045729,1374.853,1510810199999,62.83353782,821
1510810200000,0.045869,0.045888,0.04551,0.045762,1058.527,1510811999999,48.33934211,698
1510812000000,0.045743,0.045743,0.045271,0.045389,1228.239,1510813799999,55.85112493,652
1510813800000,0.0453,0.045495,0.0452,0.045341,2141.055,1510815599999,97.01831683,1084
1510815600000,0.045338,0.045448,0.045035,0.045218,1680.434,1510817399999,75.97983712,1060
1510817400000,0.045218,0.045225,0.043882,0.044245,2358.173,1510819199999,105.14493792,1506
1510819200000,0.044104,0.044256,0.043502,0.043688,2308.542,1510820999999,101.32990029,1272
1510821000000,0.043798,0.044084,0.043664,0.043687,2032.192,1510822799999,89.0296645,1014
1510822800000,0.043697,0.043762,0.043302,0.0435,2809.601,1510824599999,122.35740725,1473
1510824600000,0.043505,0.043953,0.043313,0.04352,2606.403,1510826399999,113.59800731,1238
1510826400000,0.0436,0.043665,0.042552,0.042853,3683.214,1510828199999,158.51957219,1471
1510828200000,0.042845,0.043592,0.042792,0.0434,1954.019,1510829999999,84.54818194,842
1510830000000,0.0434,0.043742,0.042923,0.043726,2385.826,1510831799999,102.99549853,898
1510831800000,0.043541,0.043977,0.043378,0.04387,2196.454,1510833599999,96.02980125,834
1510833600000,0.043897,0.044207,0.0437,0.04402,2031.258,1510835399999,89.37966631,821
1510835400000,0.04403,0.044495,0.043723,0.04425,1788.952,1510837199999,78.80529476,843
1510837200000,0.044152,0.044402,0.044067,0.044299,1916.048,1510838999999,84.79369254,1064
1510839000000,0.044299,0.044603,0.043686,0.044296,3368.152,1510840799999,149.4420788,1550
1510840800000,0.044085,0.044311,0.043764,0.044,2359.857,1510842599999,104.04404462,1182
1510842600000,0.044084,0.044307,0.043597,0.043852,2006.477,1510844399999,88.29803358,1172
1510844400000,0.043789,0.043967,0.043549,0.043885,1613.29,1510846199999,70.67678494,882
1510846200000,0.04387,0.04449,0.043777,0.044291,2006.344,1510847999999,88.47714738,1018
1510848000000,0.04431,0.044777,0.044227,0.044711,2659.672,1510849799999,118.31241314,1255
1510849800000,0.044666,0.045127,0.0446,0.044977,2067.904,1510851599999,92.66102185,867
1510851600000,0.044811,0.04498,0.044301,0.044504,1622.236,1510853399999,72.55102611,895
1510853400000,0.044492,0.044514,0.0432,0.043225,2376.951,1510855199999,104.26623208,1511
1510855200000,0.043226,0.043688,0.042221,0.042239,2089.599,1510856999999,89.66286686,1370
1510857000000,0.042337,0.043,0.042048,0.042094,1421.664,1510858799999,60.24310228,869
1510858800000,0.042106,0.04299,0.041835,0.042884,1404.429,1510860599999,59.42710897,879
1510860600000,0.04291,0.04299,0.042443,0.042651,896.126,1510862399999,38.30914028,599
1510862400000,0.04258,0.042888,0.042298,0.042515,799.972,1510864199999,34.1173864,662
1510864200000,0.042525,0.042761,0.042239,0.042438,875.852,1510865999999,37.22771249,562
1510866000000,0.042438,0.042568,0.042147,0.042199,735.993,1510867799999,31.14893059,608
1510867800000,0.04219,0.042366,0.041433,0.041501,1286.838,1510869599999,53.67790899,844
1510869600000,0.041501,0.042235,0.041001,0.042105,1683.751,1510871399999,69.80841713,1003
1510871400000,0.042222,0.04273,0.042005,0.042277,1178.165,1510873199999,49.88504412,918
1510873200000,0.042286,0.0423,0.04155,0.041842,1484.233,1510874999999,62.22557797,890
1510875000000,0.04203,0.042405,0.041783,0.042006,1719.949,1510876799999,72.3229048,1117
1510876800000,0.042002,0.042049,0.04112,0.041309,1949.547,1510878599999,81.13010141,1135
1510878600000,0.041309,0.041691,0.04099,0.041491,2750.126,1510880399999,113.59785342,1429
1510880400000,0.04149,0.04154,0.040914,0.041442,1656.469,1510882199999,68.28790459,1018
1510882200000,0.041442,0.041976,0.041175,0.041825,2142.977,1510883999999,89.08836289,1401
1510884000000,0.041825,0.042325,0.041811,0.041896,1844.586,1510885799999,77.57977428,1052
1510885800000,0.041981,0.042229,0.041772,0.042162,1189.61,1510887599999,49.9790112,838
1510887600000,0.0421,0.04213,0.041695,0.041752,2258.267,1510889399999,94.66205184,1299
1510889400000,0.04175,0.041953,0.041407,0.04189,1857.455,1510891199999,77.49873435,844
1510891200000,0.041903,0.041993,0.041729,0.041827,1324.184,1510892999999,55.45205419,733
1510893000000,0.041827,0.042,0.041734,0.041999,1585.062,1510894799999,66.41430627,930
1510894800000,0.041979,0.042244,0.041806,0.042177,1288.563,1510896599999,54.22096597,696
1510896600000,0.042177,0.042199,0.041731,0.04179,1360.453,1510898399999,57.04532663,668
1510898400000,0.041799,0.04209,0.041758,0.041975,906.359,1510900199999,37.994488,686
1510900200000,0.041966,0.0422,0.041966,0.042145,989.87,1510901999999,41.62152013,675
1510902000000,0.042196,0.04245,0.04207,0.042143,1926.738,1510903799999,81.38691682,871
1510903800000,0.04215,0.043357,0.04215,0.043284,2453.594,1510905599999,104.90331127,1595
1510905600000,0.043285,0.0434,0.0423,0.042659,2000.575,1510907399999,85.69829892,1293
1510907400000,0.042659,0.042917,0.042191,0.042482,1872.444,1510909199999,79.72433158,1150
1510909200000,0.042367,0.042678,0.04193,0.042281,2601.871,1510910999999,109.74486498,1184
1510911000000,0.042284,0.042481,0.042116,0.042308,1628.847,1510912799999,68.99255132,587
1510912800000,0.042397,0.042684,0.04223,0.04223,1576.244,1510914599999,66.8665507,684
1510914600000,0.042428,0.04265,0.04185,0.04185,1738.026,1510916399999,73.24343507,959
1510916400000,0.04184,0.042242,0.041725,0.041982,1643.456,1510918199999,68.85326364,814
1510918200000,0.041965,0.04253,0.041908,0.042358,1786.94,1510919999999,75.53633312,974
1510920000000,0.042399,0.042428,0.04205,0.0421,1054.246,1510921799999,44.50206327,695
1510921800000,0.04218,0.04287,0.041914,0.042839,2300.805,1510923599999,97.35143856,1279
1510923600000,0.042697,0.04287,0.042074,0.042386,2034.758,1510925399999,86.44381887,1124
1510925400000,0.042388,0.04268,0.042209,0.042425,1381.085,1510927199999,58.62392897,730
1510927200000,0.042427,0.04278,0.042302,0.042619,1658.061,1510928999999,70.55148352,1154
1510929000000,0.04262,0.0428,0.0421,0.04238,1506.271,1510930799999,63.99446242,841
1510930800000,0.042368,0.042441,0.042027,0.042201,1957.235,1510932599999,82.64051685,1091
1510932600000,0.042201,0.042531,0.041824,0.041952,1632.792,1510934399999,68.83145505,839
1510934400000,0.041953,0.042813,0.0418,0.042281,1788.093,1510936199999,75.29016762,1051
1510936200000,0.042181,0.042504,0.04208,0.042237,1482.628,1510937999999,62.59397401,970
1510938000000,0.042225,0.0425,0.042162,0.042305,1498.607,1510939799999,63.4162268,848
1510939800000,0.042416,0.04249,0.042207,0.042406,1222.909,1510941599999,51.75527733,613
1510941600000,0.042433,0.04247,0.04212,0.042332,1134.466,1510943399999,47.99923628,537
1510943400000,0.042336,0.0426,0.042231,0.04241,1174.005,1510945199999,49.78449701,495
1510945200000,0.042426,0.042589,0.042256,0.042423,1190.601,1510946999999,50.54251736,646
1510947000000,0.042424,0.042748,0.042256,0.042359,1185.646,1510948799999,50.42764037,572
1510948800000,0.042354,0.042889,0.042349,0.0426,1886.452,1510950599999,80.38283553,764
1510950600000,0.042599,0.04329,0.0425,0.042927,2667.651,1510952399999,114.53993015,1077
1510952400000,0.042927,0.043551,0.042927,0.043548,1660.277,1510954199999,71.75681665,751
1510954200000,0.043548,0.043738,0.04295,0.043102,1737.271,1510955999999,75.24041891,923
1510956000000,0.043102,0.043283,0.042601,0.042621,1275.673,1510957799999,54.87215707,748
1510957800000,0.042915,0.043145,0.042362,0.042475,1753.538,1510959599999,74.95449303,835
1510959600000,0.042478,0.043307,0.042427,0.0429,2155.64,1510961399999,92.31335396,1110
1510961400000,0.042896,0.043151,0.0426,0.042902,1326.431,1510963199999,56.81492626,702
1510963200000,0.043149,0.043645,0.04293,0.043436,2203.227,1510964999999,95.37719152,866
1510965000000,0.043507,0.043672,0.043,0.043286,3088.544,1510966799999,133.91088681,1117
1510966800000,0.043286,0.04338,0.042989,0.043181,1922.521,1510968599999,83.03108287,994
1510968600000,0.043181,0.044,0.043058,0.043733,2956.49,1510970399999,128.56602885,1342
1510970400000,0.04384,0.04391,0.043586,0.043859,1930.643,1510972199999,84.43770551,1091
1510972200000,0.043859,0.044,0.043623,0.043842,2204.929,1510973999999,96.63436668,1142
1510974000000,0.043788,0.04386,0.043,0.043204,2004.517,1510975799999,87.00787161,1177
1510975800000,0.043286,0.043533,0.043,0.043467,2036.484,1510977599999,88.05550233,1152
1510977600000,0.043472,0.043647,0.043151,0.043151,1390.444,1510979399999,60.34433989,793
1510979400000,0.043163,0.04323,0.042704,0.042753,2578.241,1510981199999,110.78517722,825
1510981200000,0.042741,0.042886,0.042605,0.042703,1108.277,1510982999999,47.34391411,658
1510983000000,0.042711,0.043215,0.042696,0.043088,1257.713,1510984799999,53.96645016,638
1510984800000,0.043024,0.043485,0.04295,0.04321,1257.976,1510986599999,54.35820214,696
1510986600000,0.04321,0.043495,0.043007,0.043399,1351.995,1510988399999,58.49341293,750
1510988400000,0.043447,0.043616,0.043251,0.043324,1598.527,1510990199999,69.46215125,789
1510990200000,0.043386,0.043426,0.042967,0.04298,1471.761,1510991999999,63.53306336,876
1510992000000,0.043069,0.043227,0.042688,0.042693,1844.428,1510993799999,79.22739192,952
1510993800000,0.042725,0.042807,0.0426,0.042711,1708.313,1510995599999,72.93146594,866
1510995600000,0.0427,0.042998,0.0427,0.042865,2222.849,1510997399999,95.24714355,906
1510997400000,0.042865,0.0429,0.042612,0.042674,1403.735,1510999199999,59.98300841,753
1510999200000,0.042699,0.043,0.042613,0.042838,1862.097,1511000999999,79.77115471,913
1511001000000,0.042944,0.0431,0.042795,0.042809,1391.395,1511002799999,59.76578213,777
1511002800000,0.042809,0.0432,0.042772,0.042968,1819.158,1511004599999,78.09450492,890
1511004600000,0.042965,0.043239,0.042783,0.042881,1208.414,1511006399999,51.96646919,695
1511006400000,0.042896,0.043228,0.042766,0.043153,1063.648,1511008199999,45.72843712,663
1511008200000,0.043145,0.0434,0.043123,0.043285,1234.805,1511009999999,53.4262991,647
1511010000000,0.043265,0.043543,0.043201,0.043434,1681.945,1511011799999,72.97113301,911
1511011800000,0.043434,0.043687,0.043375,0.04363,1310.408,1511013599999,57.04560983,815
1511013600000,0.043509,0.04369,0.043401,0.043501,1453.84,1511015399999,63.29351111,791
1511015400000,0.043501,0.04363,0.042912,0.043402,1873.292,1511017199999,81.22947588,1014
1511017200000,0.043403,0.043687,0.043339,0.043565,1442.447,1511018999999,62.73030013,759
1511019000000,0.0436,0.04363,0.043446,0.043543,1927.634,1511020799999,84.00639846,853
1511020800000,0.043558,0.043846,0.043485,0.043486,2419.097,1511022599999,105.61423503,1080
1511022600000,0.043661,0.04384,0.043391,0.043689,1461.919,1511024399999,63.8147548,753
1511024400000,0.043689,0.043844,0.043391,0.043452,1502.96,1511026199999,65.47511085,838
1511026200000,0.043446,0.043586,0.043126,0.0433,1419.883,1511027999999,61.58080299,768
1511028000000,0.0433,0.0435,0.043118,0.043297,1742.643,1511029799999,75.48213405,693
1511029800000,0.043286,0.043625,0.043111,0.043498,1376.262,1511031599999,59.72650986,688
1511031600000,0.043558,0.0439,0.043394,0.043869,1123.858,1511033399999,48.97663568,573
1511033400000,0.043856,0.04395,0.043576,0.043661,1114.31,1511035199999,48.78242393,643
1511035200000,0.043666,0.043834,0.043394,0.043399,889.963,1511036999999,38.77217132,556
1511037000000,0.04357,0.043835,0.043112,0.043719,929.403,1511038799999,40.47243865,585
1511038800000,0.0437,0.043948,0.043182,0.043444,1300.673,1511040599999,56.67880232,708
1511040600000,0.043515,0.043947,0.043307,0.043746,1872.667,1511042399999,81.74210324,976
1511042400000,0.043749,0.044398,0.043715,0.044114,1230.973,1511044199999,54.08447184,835
1511044200000,0.044377,0.044953,0.044116,0.044752,1671.481,1511045999999,74.31571685,1146
1511046000000,0.044627,0.044787,0.043791,0.04476,2003.051,1511047799999,89.08723715,996
1511047800000,0.04476,0.044999,0.044507,0.044625,1772.263,1511049599999,79.377961,968
1511049600000,0.044672,0.044996,0.044568,0.044768,1441.539,1511051399999,64.44311159,679
1511051400000,0.044694,0.044855,0.044641,0.0448,1408.315,1511053199999,63.00156931,590
1511053200000,0.0448,0.045,0.044514,0.044577,1453.318,1511054999999,64.98379718,779
1511055000000,0.044577,0.044685,0.044138,0.04415,1539.233,1511056799999,68.327851,574
1511056800000,0.044266,0.0445,0.044086,0.044164,1366.734,1511058599999,60.51446464,606
1511058600000,0.044209,0.044478,0.044036,0.044289,1173.824,1511060399999,51.89037937,565
1511060400000,0.044491,0.044657,0.044305,0.044435,1506.612,1511062199999,66.91656904,618
1511062200000,0.044435,0.044613,0.044435,0.044608,1148.075,1511063999999,51.13126508,627
1511064000000,0.044608,0.044881,0.044416,0.044838,1765.222,1511065799999,78.8014828,643
1511065800000,0.044754,0.044934,0.044703,0.044872,1633.83,1511067599999,73.18866048,778
1511067600000,0.044867,0.045,0.044739,0.044849,1660.62,1511069399999,74.4923904,605
1511069400000,0.04493,0.046,0.04484,0.045022,1167.795,1511071199999,52.60083285,617
1511071200000,0.04511,0.046216,0.044973,0.04617,3276.303,1511072999999,149.41928672,1631
1511073000000,0.046125,0.0465,0.04589,0.046255,2937.831,1511074799999,135.8247433,1642
1511074800000,0.046255,0.048836,0.046222,0.047734,6314.241,1511076599999,301.06002166,2998
1511076600000,0.047734,0.0479,0.046807,0.047101,4871.457,1511078399999,230.41861683,2510
1511078400000,0.047195,0.047699,0.046935,0.04694,2619.397,1511080199999,124.03017719,1311
1511080200000,0.047022,0.047022,0.04637,0.046573,2123.176,1511081999999,98.8266857,1116
1511082000000,0.0465,0.046889,0.046102,0.046794,1949.11,1511083799999,90.60936227,1137
1511083800000,0.04679,0.047099,0.046603,0.046815,2015.061,1511085599999,94.41660438,992
1511085600000,0.046901,0.046906,0.046418,0.046561,1789.1,1511087399999,83.58789253,985
1511087400000,0.04662,0.046703,0.046335,0.046518,1721.616,1511089199999,80.08182705,984
1511089200000,0.046401,0.046518,0.04605,0.046282,2495.82,1511090999999,115.50196139,1042
1511091000000,0.046283,0.04654,0.046117,0.046344,1556.184,1511092799999,72.15506899,667
1511092800000,0.04623,0.046473,0.046072,0.04608,1618.41,1511094599999,74.86283479,1052
1511094600000,0.04608,0.046185,0.045622,0.045684,2599.397,1511096399999,119.19737936,1393
1511096400000,0.045683,0.046,0.045635,0.046,2190.503,1511098199999,100.34998695,926
1511098200000,0.045989,0.04693,0.045816,0.046199,2495.825,1511099999999,115.53280213,1221
1511100000000,0.046153,0.046454,0.045897,0.046402,1488.847,1511101799999,68.77918601,910
1511101800000,0.0464,0.046574,0.046053,0.0462,1774.281,1511103599999,82.2357323,1005
1511103600000,0.046147,0.046274,0.046,0.046012,1635.034,1511105399999,75.45069706,1061
1511105400000,0.046011,0.046205,0.045911,0.046119,1574.005,1511107199999,72.50692174,757
1511107200000,0.046129,0.046726,0.046,0.046524,1476.205,1511108999999,68.3520315,914
1511109000000,0.0465,0.046746,0.046193,0.046373,2048.528,1511110799999,95.25418677,963
1511110800000,0.046373,0.0465,0.045642,0.045778,1706.735,1511112599999,78.67025732,946
1511112600000,0.045777,0.045785,0.044233,0.0445,2946.964,1511114399999,132.92386489,1552
1511114400000,0.044599,0.044599,0.043195,0.043569,4069.109,1511116199999,178.36678288,1945
1511116200000,0.043569,0.04419,0.04334,0.044041,1322.548,1511117999999,57.96527639,852
1511118000000,0.04405,0.04473,0.043787,0.044007,1357.397,1511119799999,59.82324062,738
1511119800000,0.044095,0.044098,0.043438,0.043634,1537.295,1511121599999,67.17252301,817
1511121600000,0.043648,0.043693,0.04301,0.043054,2407.782,1511123399999,104.19793324,820
1511123400000,0.043054,0.0436,0.042818,0.043464,2022.938,1511125199999,87.11063395,1293
1511125200000,0.043456,0.0439,0.043444,0.043751,900.798,1511126999999,39.36748383,632
1511127000000,0.043747,0.043996,0.043581,0.043913,1121.547,1511128799999,49.07264887,546
1511128800000,0.043902,0.044913,0.043902,0.044804,1831.691,1511130599999,81.36686303,677
1511130600000,0.044925,0.04539,0.044554,0.044589,1427.351,1511132399999,64.08871002,690
1511132400000,0.044608,0.0449,0.044608,0.0447,695.628,1511134199999,31.13071645,531
1511134200000,0.0447,0.044731,0.043721,0.043969,1177.4,1511135999999,51.98786925,603
1511136000000,0.043969,0.044199,0.043811,0.043949,955.946,1511137799999,42.06631843,656
1511137800000,0.043998,0.044172,0.04381,0.044033,1280.731,1511139599999,56.37395928,720
1511139600000,0.044011,0.044199,0.043862,0.044092,2156.608,1511141399999,94.94010198,779
1511141400000,0.044085,0.044448,0.044076,0.044305,2183.615,1511143199999,96.79546761,826
1511143200000,0.044349,0.044784,0.044305,0.044603,2728.87,1511144999999,121.34938594,1261
1511145000000,0.044603,0.045219,0.04458,0.045109,2800.776,1511146799999,125.53865443,1516
1511146800000,0.045089,0.045231,0.044888,0.045178,1731.934,1511148599999,78.0739899,971
1511148600000,0.045178,0.045534,0.044967,0.045511,2390.309,1511150399999,108.18125473,1203
1511150400000,0.045374,0.04561,0.044859,0.044974,2612.622,1511152199999,118.38337041,1392
1511152200000,0.044958,0.045093,0.044455,0.044568,2097.737,1511153999999,93.82157462,1474
1511154000000,0.044577,0.04511,0.04457,0.044831,1991.737,1511155799999,89.22699439,1137
1511155800000,0.044774,0.044899,0.044533,0.044624,1606.329,1511157599999,71.82973996,887
1511157600000,0.044724,0.044834,0.044378,0.044461,2908.566,1511159399999,129.53431238,1686
1511159400000,0.044462,0.045004,0.044462,0.044782,3374.57,1511161199999,151.03438348,1955
1511161200000,0.044744,0.044853,0.044258,0.04441,3154.043,1511162999999,140.42916256,1981
1511163000000,0.04437,0.045,0.044314,0.044506,2881.233,1511164799999,128.34337175,1829
1511164800000,0.044619,0.044847,0.044139,0.044363,2102.023,1511166599999,93.41196296,1494
1511166600000,0.044405,0.044645,0.044106,0.044385,1725.366,1511168399999,76.65367831,1038
1511168400000,0.044515,0.044779,0.044058,0.044476,2271.198,1511170199999,100.93168619,1397
1511170200000,0.04446,0.044783,0.044306,0.044751,1909.573,1511171999999,85.19500533,983
1511172000000,0.044649,0.044985,0.044615,0.044798,2247.27,1511173799999,100.69882788,1290
1511173800000,0.0448,0.044954,0.044474,0.04479,2686.216,1511175599999,120.21954392,1773
1511175600000,0.044703,0.044804,0.044316,0.044665,2386.785,1511177399999,106.46569512,1448
1511177400000,0.04456,0.04491,0.044334,0.044534,2226.804,1511179199999,99.25501044,1012
1511179200000,0.044596,0.044599,0.043838,0.043954,2518.373,1511180999999,111.10035886,1245
1511181000000,0.043975,0.044174,0.04383,0.04409,2112.81,1511182799999,92.93020642,1170
1511182800000,0.04409,0.04416,0.043706,0.043806,1800.035,1511184599999,79.02652807,1102
1511184600000,0.04385,0.044138,0.043736,0.043984,1855.039,1511186399999,81.56197041,973
1511186400000,0.043999,0.044,0.043673,0.04383,2895.21,1511188199999,127.02147686,1233
1511188200000,0.043931,0.04416,0.043775,0.04402,2159.615,1511189999999,94.94292253,968
1511190000000,0.043976,0.044342,0.04394,0.04419,2119.196,1511191799999,93.37696578,1003
1511191800000,0.044131,0.044344,0.044003,0.044182,1254.822,1511193599999,55.48738197,702
1511193600000,0.044277,0.044445,0.044113,0.04416,1587.613,1511195399999,70.20031302,1007
1511195400000,0.04416,0.0445,0.044122,0.044298,2392.049,1511197199999,106.11933205,1255
1511197200000,0.044299,0.0445,0.044012,0.044127,2556.158,1511198999999,113.18690011,1346
1511199000000,0.044137,0.044249,0.043932,0.044121,1558.058,1511200799999,68.66305089,1011
1511200800000,0.044121,0.0445,0.044121,0.044389,996.027,1511202599999,44.10167515,592
1511202600000,0.04438,0.044599,0.044324,0.044389,1752.909,1511204399999,77.92373612,1171
1511204400000,0.044389,0.0446,0.044121,0.044404,2023.414,1511206199999,89.87419669,1049
1511206200000,0.044406,0.044658,0.044325,0.044525,1235.238,1511207999999,54.89814526,642
1511208000000,0.044587,0.044802,0.044351,0.044779,1430.505,1511209799999,63.79599744,756
1511209800000,0.044779,0.044934,0.044371,0.044585,1560.538,1511211599999,69.64353202,848
1511211600000,0.044583,0.0449,0.044441,0.044769,1426.401,1511213399999,63.76687126,851
1511213400000,0.044763,0.045105,0.044553,0.044962,1707.881,1511215199999,76.50989695,973
1511215200000,0.044964,0.045299,0.044553,0.044869,3855.516,1511216999999,173.14038476,2150
1511217000000,0.04485,0.045141,0.04469,0.04472,1963.724,1511218799999,88.13002626,1307
1511218800000,0.044791,0.04493,0.044631,0.044733,1638.843,1511220599999,73.31528109,1113
1511220600000,0.044708,0.044809,0.044374,0.044715,2495.243,1511222399999,111.19684694,1418
1511222400000,0.044709,0.044839,0.044443,0.044528,1703.63,1511224199999,76.03717951,1105
1511224200000,0.04457,0.04494,0.04448,0.044798,2053.326,1511225999999,91.87642538,1286
1511226000000,0.044798,0.044879,0.044601,0.04471,1761.213,1511227799999,78.83609152,1126
1511227800000,0.04471,0.04498,0.044621,0.044909,1674.367,1511229599999,74.94937967,971
1511229600000,0.044826,0.0454,0.044743,0.045301,2513.811,1511231399999,113.47083808,1416
1511231400000,0.045373,0.046394,0.045285,0.045504,4600.204,1511233199999,210.31094535,2232
1511233200000,0.045505,0.045711,0.045191,0.045501,2933.462,1511234999999,133.47187348,1565
1511235000000,0.045501,0.046,0.044738,0.044924,6382.635,1511236799999,290.30104463,2973
1511236800000,0.044924,0.0455,0.0446,0.044774,3444.864,1511238599999,155.04926472,2125
1511238600000,0.044775,0.045154,0.044601,0.044953,2634.518,1511240399999,118.24333484,2528
1511240400000,0.044881,0.045109,0.044671,0.044827,2324.053,1511242199999,104.26887994,2325
1511242200000,0.044827,0.044998,0.0446,0.04475,1944.957,1511243999999,87.09474127,1660
1511244000000,0.044678,0.044792,0.044502,0.044503,2205.465,1511245799999,98.43666871,1167
1511245800000,0.044561,0.04475,0.0442,0.044432,1695.83,1511247599999,75.44789085,1009
1511247600000,0.04443,0.04456,0.044201,0.044403,1540.273,1511249399999,68.40917252,1126
1511249400000,0.044407,0.0448,0.044369,0.044507,2203.905,1511251199999,98.14623494,1220
1511251200000,0.044507,0.044799,0.044405,0.044594,1388.376,1511252999999,61.80894556,704
1511253000000,0.0446,0.044735,0.044441,0.044688,1642.146,1511254799999,73.24171522,898
1511254800000,0.04459,0.044799,0.0445,0.044546,2596.432,1511256599999,115.8315532,1203
1511256600000,0.044546,0.044618,0.04409,0.044386,2000.735,1511258399999,88.80175734,952
1511258400000,0.044435,0.04463,0.044267,0.044525,1298.664,1511260199999,57.68702093,619
1511260200000,0.044623,0.0448,0.04439,0.044635,1695.072,1511261999999,75.66359539,982
1511262000000,0.044656,0.04518,0.044526,0.044863,1656.001,1511263799999,74.1028577,739
1511263800000,0.044863,0.045172,0.0447,0.045094,1833.435,1511265599999,82.39581711,1206
1511265600000,0.045093,0.045112,0.044705,0.044837,1917.899,1511267399999,86.12254565,1072
1511267400000,0.044931,0.044979,0.0447,0.044755,2698.924,1511269199999,121.01977811,1743
1511269200000,0.044756,0.044978,0.0447,0.044796,2455.512,1511270999999,110.01559328,1691
1511271000000,0.044799,0.045133,0.044755,0.044897,2301.358,1511272799999,103.33941913,1331
1511272800000,0.045023,0.045299,0.044767,0.044902,2318.832,1511274599999,104.22989135,1443
1511274600000,0.04491,0.045231,0.044363,0.044604,2377.07,1511276399999,106.38047794,1269
1511276400000,0.044518,0.044867,0.044382,0.044501,2708.742,1511278199999,120.932914,1609
1511278200000,0.044501,0.044731,0.044,0.044424,2997.936,1511279999999,133.09101247,1437
1511280000000,0.044424,0.044546,0.044185,0.044204,1399.214,1511281799999,62.0702414,939
1511281800000,0.044316,0.0445,0.044082,0.044365,1972.39,1511283599999,87.27208502,970
1511283600000,0.044263,0.044383,0.044123,0.044206,1521.567,1511285399999,67.31421626,864
1511285400000,0.044237,0.044547,0.044124,0.0445,1677.842,1511287199999,74.29052577,923
1511287200000,0.0445,0.044699,0.044377,0.044484,1413.23,1511288999999,62.94811169,842
1511289000000,0.044485,0.044783,0.044485,0.044547,1582.425,1511290799999,70.55955954,831
1511290800000,0.044547,0.044584,0.044391,0.044477,1320.917,1511292599999,58.80239052,596
1511292600000,0.044475,0.045,0.044475,0.044805,1983.97,1511294399999,88.76253706,924
1511294400000,0.044805,0.045115,0.044622,0.04499,1742.875,1511296199999,78.31038547,836
1511296200000,0.044914,0.045132,0.0447,0.04483,1258.06,1511297999999,56.47014588,650
1511298000000,0.04483,0.044967,0.044621,0.044793,1334.207,1511299799999,59.67453736,692
1511299800000,0.044789,0.044933,0.044647,0.044732,1150.473,1511301599999,51.51221663,651
1511301600000,0.044782,0.044872,0.044604,0.044737,865.25,1511303399999,38.68738169,443
1511303400000,0.044731,0.045165,0.044,0.04474,2194.246,1511305199999,97.88925297,804
1511305200000,0.04474,0.04481,0.0445,0.044681,1246.829,1511306999999,55.62391705,718
1511307000000,0.0446,0.044939,0.044503,0.044673,1330.33,1511308799999,59.39699867,640
1511308800000,0.044673,0.044743,0.044283,0.044367,1292.987,1511310599999,57.50662672,742
1511310600000,0.044367,0.044698,0.044336,0.044508,1307.732,1511312399999,58.22876167,825
1511312400000,0.0445,0.044697,0.0445,0.044583,1420.017,1511314199999,63.29556656,1048
1511314200000,0.044513,0.044645,0.0444,0.044505,1545.485,1511315999999,68.83707415,1098
1511316000000,0.044406,0.044654,0.0443,0.044498,1890.885,1511317799999,84.04439554,1229
1511317800000,0.044479,0.044848,0.044314,0.044363,2844.465,1511319599999,126.48509562,1463
1511319600000,0.044363,0.044579,0.044306,0.044533,1915.71,1511321399999,85.17029932,999
1511321400000,0.044456,0.04475,0.044335,0.044559,2188.127,1511323199999,97.34771375,1363
1511323200000,0.04454,0.0448,0.044494,0.04467,2977.807,1511324999999,132.99364279,1837
1511325000000,0.044677,0.0452,0.044575,0.044825,3209.599,1511326799999,143.77681384,2003
1511326800000,0.044802,0.0452,0.044654,0.044705,3589.96,1511328599999,161.10905263,2298
1511328600000,0.044708,0.045123,0.044615,0.044751,2009.762,1511330399999,90.11193594,1153
1511330400000,0.044842,0.045123,0.044692,0.044828,3455.891,1511332199999,155.14177745,2270
1511332200000,0.044821,0.044989,0.04465,0.04485,2561.225,1511333999999,114.79193836,1808
1511334000000,0.044805,0.0449,0.0446,0.044731,2226.052,1511335799999,99.58506231,1657
1511335800000,0.044731,0.044879,0.044311,0.044717,2849.658,1511337599999,127.32332026,1707
1511337600000,0.044714,0.04485,0.044303,0.044453,3785.408,1511339399999,168.79743218,2280
1511339400000,0.044455,0.044644,0.044303,0.044528,2404.719,1511341199999,106.87125355,1409
1511341200000,0.044444,0.044532,0.044304,0.044425,2385.251,1511342999999,105.91091478,1399
1511343000000,0.044377,0.04459,0.044302,0.044469,3320.203,1511344799999,147.45676078,1378
